Gene_ID	n_visible_isoforms	top2_expressing_cells	top2_molecules	max_abs_prop_diff	min_fdr	gene_name	top_isoforms
ENSMUSG00000071708	2	11	13.06678288979996	0.113991385526529	0.0043719634444164	Sms	ENSMUST00000112529;ENSMUST00000127089
ENSMUSG00000034621	2	10	11.874422230216421	0.333651655622703	2.45221834406249e-08	Gpatch8	ENSMUST00000125754;ENSMUST00000143842
ENSMUSG00000049878	2	10	11.048903609588052	0.185890573295001	0.0034366447249609	Rlf	ENSMUST00000056635;ENSMUST00000222814
ENSMUSG00000060036	2	10	10.73949297218021	0.145295911729914	0.0004881295115434	Rpl3	ENSMUST00000081650;ENSMUST00000187578
ENSMUSG00000021431	2	9	10.09059739258778	0.267867614702814	1.59536096655419e-08	Snrnp48	ENSMUST00000091641;ENSMUST00000223814
ENSMUSG00000033713	2	9	10.58179264503232	0.251303819103705	6.79206039068316e-05	Foxn3	ENSMUST00000046859;ENSMUST00000085108
ENSMUSG00000039220	2	9	9.8865040558259	0.240816913882038	0.0003581614188799	Ppp1r10	ENSMUST00000133641;ENSMUST00000087211
ENSMUSG00000079477	2	9	9.996105631631231	0.194822679631133	4.29394334329008e-05	Rab7	ENSMUST00000113600;ENSMUST00000113596
ENSMUSG00000024188	2	9	9.82100717695489	0.191835286279009	0.0070690268829587	Luc7l	ENSMUST00000114976;ENSMUST00000025023
ENSMUSG00000022849	2	9	10.030713325526381	0.140042392344324	7.7712362008687e-05	Hspbap1	ENSMUST00000231579;ENSMUST00000231802
ENSMUSG00000021282	2	9	9.930724137468479	0.0680434795238404	0.0103955911564066	Eif5	ENSMUST00000166123;ENSMUST00000221292
ENSMUSG00000026743	2	8	9.230588238454411	0.29637822338333	0.0001271442411609	Mllt10	ENSMUST00000133649;ENSMUST00000028076
ENSMUSG00000043962	2	8	8.656699473238131	0.277425418473791	1.27061829427498e-06	Thrap3	ENSMUST00000080919;ENSMUST00000151728
ENSMUSG00000048100	2	8	8.73872128072452	0.191443645083393	0.0042961517627357	Taf13	ENSMUST00000143054;ENSMUST00000056292
ENSMUSG00000062300	2	8	9.049010881695061	0.184675056958477	0.0489122771542964	Nectin2	ENSMUST00000075447;ENSMUST00000108450
ENSMUSG00000026034	2	7	7.72191156266468	0.400514417871331	5.35478467817818e-05	Clk1	ENSMUST00000034868;ENSMUST00000131051
ENSMUSG00000024456	2	7	7.8839210923530505	0.342211450386142	2.35274790227764e-08	Diaph1	ENSMUST00000115629;ENSMUST00000115634
ENSMUSG00000034473	2	7	8.056558023474519	0.217517666789656	0.0005810511083289	Sec22a	ENSMUST00000043521;ENSMUST00000138355
ENSMUSG00000019303	2	7	7.406280862521231	0.099461288875863	0.0418131907559109	Psmc3ip	ENSMUST00000019447;ENSMUST00000126386
ENSMUSG00000035215	2	6	6.87903155016599	0.278378697871609	9.1297130248876e-10	Lsm7	ENSMUST00000217781;ENSMUST00000035775
ENSMUSG00000024878	2	6	6.7797546479577395	0.254872814172974	0.0007788050683021	Cbwd1	ENSMUST00000025815;ENSMUST00000236790
ENSMUSG00000022884	2	6	6.525977393968599	0.190782361767463	6.67838658433768e-07	Eif4a2	ENSMUST00000144493;ENSMUST00000023599
ENSMUSG00000035958	2	6	6.76362719571346	0.172106142753887	1.14965161007852e-05	Tdp2	ENSMUST00000038039;ENSMUST00000223804
ENSMUSG00000014592	2	6	6.64913110730454	0.166555136146108	0.0012015491819503	Camta1	ENSMUST00000185034;ENSMUST00000153938
ENSMUSG00000028248	2	6	6.50312393388324	0.149748455028418	0.0049739283371669	Pnisr	ENSMUST00000029911;ENSMUST00000108229
ENSMUSG00000029920	2	6	6.85418127266485	0.142092988718359	0.0008028550837582	Smarcad1	ENSMUST00000204696;ENSMUST00000204165
ENSMUSG00000074884	2	6	6.409906691287681	0.1224270385991	0.0072878556825841	Serf2	ENSMUST00000099475;ENSMUST00000134412
ENSMUSG00000004865	2	6	7.06744355450165	0.0933969510951375	0.000169692851802	Srpk1	ENSMUST00000126683;ENSMUST00000233440
ENSMUSG00000029246	2	5	5.4203423575255805	0.29218461360995	1.45977748358076e-06	Ppat	ENSMUST00000155272;ENSMUST00000140076
ENSMUSG00000040407	2	5	5.42562604403696	0.209538454653887	0.0048350840815313	Akap9	ENSMUST00000044492;ENSMUST00000143365
ENSMUSG00000017421	2	5	5.494063479972731	0.155926876878484	0.0002355135470209	Zfp207	ENSMUST00000123726;ENSMUST00000017567
ENSMUSG00000000959	2	5	5.51003328085223	0.138000150166572	0.0001145365445209	Oxa1l	ENSMUST00000000985;ENSMUST00000228567
ENSMUSG00000004127	2	4	4.31939026142083	0.409180167847588	1.16782139170214e-07	Trmt10a	ENSMUST00000159481;ENSMUST00000040321
ENSMUSG00000031508	2	4	4.61621563092553	0.331878709545277	0.0013046471309271	Ankrd10	ENSMUST00000211389;ENSMUST00000033905
ENSMUSG00000058503	2	4	4.29677201271109	0.31998365216663	0.0001897078186728	Fam133b	ENSMUST00000115527;ENSMUST00000197082
ENSMUSG00000036112	2	4	4.9188653033815	0.241246234957762	0.0019712485170415	Metap2	ENSMUST00000047910;ENSMUST00000180688
ENSMUSG00000022100	2	4	4.60971678869426	0.183801176088963	0.0088789483253911	Xpo7	ENSMUST00000022696;ENSMUST00000167242
ENSMUSG00000037029	2	4	4.3649569969556605	0.171101515391048	0.0143707602861389	Zfp146	ENSMUST00000062181;ENSMUST00000208923
ENSMUSG00000060073	2	4	4.40260661570921	0.143137935028827	2.38847956890464e-05	Psma3	ENSMUST00000160027;ENSMUST00000161041
ENSMUSG00000063884	2	3	3.4390489812133302	0.369584380774407	1.18912678608667e-05	Ptcd3	ENSMUST00000205761;ENSMUST00000082094
ENSMUSG00000031134	2	3	3.50230050303458	0.262269301034812	0.0002840257949421	Rbmx	ENSMUST00000140384;ENSMUST00000114726
ENSMUSG00000031922	2	3	3.2213473289208903	0.259927339030354	0.0014471169394895	Cep57	ENSMUST00000144484;ENSMUST00000034398
ENSMUSG00000068823	2	3	3.26045240285192	0.225004178793875	0.0008056048318187	Csde1	ENSMUST00000196521;ENSMUST00000029446
ENSMUSG00000027478	2	3	3.16305030156619	0.202114136349503	0.0331911232232869	Dnmt3b	ENSMUST00000056495;ENSMUST00000072997
ENSMUSG00000031297	2	3	3.6225557073181403	0.163167016345948	0.0313346923580618	Slc7a3	ENSMUST00000073927;ENSMUST00000101362
ENSMUSG00000056851	2	3	3.4443847626153503	0.0542519015960667	0.0002840257949421	Pcbp2	ENSMUST00000230282;ENSMUST00000229618
ENSMUSG00000029836	2	2	2.2738365928367896	0.275439250955045	3.88044701613781e-05	Cbx3	ENSMUST00000203404;ENSMUST00000031862
ENSMUSG00000022185	2	2	2.21403841519954	0.194587055826341	9.95493758115619e-05	Acin1	ENSMUST00000129700;ENSMUST00000150371
ENSMUSG00000033318	2	2	2.1593222747959198	0.159013890280216	0.0002292538843206	Gstt2	ENSMUST00000038257;ENSMUST00000218034
